"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pk"
"PBANKA_1242300","0.31 (1.5e-06)","0.2 (0.093)","-0.59 (2.3e-30)","0.093 (7.3e-10)","-0.13 (5.4e-07)","0.0012 (0.59)","-0.019 (0.0057)","-0.0028 (7.8e-05)","-5.2e-05 (0.76)","0.0065 (0.013)","0.058 (0.83)","0.033 (0.68)","0.13 (0.48)","PF3D7_0527500","PKNH_1005200"
"PBANKA_1242400","-0.0011 (0.69)","-0.016 (0.76)","0.13 (1.6e-46)","0.23 (4.5e-114)","0.0025 (1)","-0.18 (3.6e-19)","-0.0048 (0.3)","-0.0065 (0.12)","-0.00045 (0.75)","-0.0017 (0.27)","0.032 (0.8)","0.00016 (0.59)","3.2e-06 (0.99)","PF3D7_0527600","PKNH_1005100"
"PBANKA_1243000","-0.04 (0.69)","2.5e-05 (0.052)","3.3e-05 (7.7e-20)","-3.8e-05 (4.5e-09)","0.0042 (0.11)","0.016 (0.017)","0.77 (4.1e-28)","-0.93 (5.1e-26)","-0.49 (4e-11)","0.00011 (9.7e-05)","-0.0014 (0.8)","0.48 (0.6)","-0.092 (0.71)","PF3D7_0528400","PKNH_1004300"
"PBANKA_1301400","-0.0091 (0.69)","0.031 (0.37)","0.62 (7.4e-68)","-0.63 (1.6e-105)","-0.11 (7.1e-08)","-0.0089 (0.24)","-0.013 (0.49)","-0.078 (2.3e-21)","-0.0027 (0.33)","0.0097 (0.0013)","-0.015 (0.99)","0.022 (0.86)","-0.021 (0.18)","PF3D7_1474800","PKNH_1245100"
"PBANKA_1301600","0.57 (0.041)","-0.9 (2.1e-08)","-0.29 (4.4e-12)","-0.025 (1.1e-21)","0.013 (1.5e-06)","0.015 (0.0016)","-0.027 (0.28)","0.33 (5.4e-22)","0.47 (0.00041)","-0.12 (0.083)","0.84 (0.8)","0.53 (0.6)","0.25 (0.63)","PF3D7_1474600","PKNH_1244900"
"PBANKA_1301800","-0.00049 (0.83)","-0.0041 (0.93)","0.11 (5.7e-17)","0.35 (4.4e-90)","0.1 (0.015)","-0.21 (9.4e-18)","-0.077 (0.0013)","-0.019 (0.054)","-0.0012 (0.44)","-0.0073 (0.19)","-0.0036 (0.8)","0.00013 (1)","0.00027 (0.85)","PF3D7_1474400","PKNH_1244700"
"PBANKA_1301900","-0.059 (0.69)","0.019 (0.77)","0.35 (5.8e-43)","0.42 (2.4e-90)","-0.62 (1.2e-56)","-0.045 (2.5e-06)","0.77 (1.5e-24)","-0.86 (6.2e-28)","0.56 (7.8e-06)","-0.11 (0.073)","1.5 (0.8)","0.72 (0.6)","-0.19 (0.63)","PF3D7_1474300","PKNH_1244600"
"PBANKA_1302200","0.0053 (0.3)","-0.0041 (0.85)","0.13 (3e-46)","-0.021 (0.0076)","0.028 (0.23)","-0.044 (3e-13)","0.43 (1.8e-07)","-0.11 (2.3e-11)","0.0012 (7e-26)","9.7e-06 (0.77)","-0.001 (0.83)","-0.00076 (0.6)","0.00091 (0.97)","PF3D7_1438100","PKNH_1244300"
"PBANKA_1302300","0.00065 (0.96)","0.0018 (0.41)","0.013 (5.4e-06)","0.06 (1.3e-37)","0.033 (0.05)","-0.033 (1.1e-07)","0.56 (1.1e-24)","-0.41 (3.9e-08)","-0.13 (0.031)","-0.014 (0.073)","-0.0019 (0.8)","-0.00016 (1)","0.015 (0.79)","PF3D7_1438400","PKNH_1244000"
"PBANKA_1302600","3.3e-05 (0.69)","0.023 (0.37)","0.21 (4.6e-31)","0.066 (0.0018)","-0.04 (0.5)","-0.085 (4.4e-13)","-0.012 (0.047)","-0.0033 (0.18)","0.00067 (0.016)","-0.00097 (0.29)","-0.00097 (0.8)","-0.00038 (0.62)","0.0049 (0.63)","PF3D7_1438700","PKNH_1243700"
"PBANKA_1302700","-0.02 (0.7)","0.0075 (0.73)","0.5 (1.7e-31)","-0.34 (2.5e-78)","0.11 (1.3e-19)","-0.039 (3.4e-06)","0.08 (0.072)","-0.073 (1.9e-06)","0.04 (0.025)","-0.13 (0.028)","0.53 (0.8)","0.0011 (0.99)","-0.016 (0.63)","PF3D7_1438800","PKNH_1243500"
"PBANKA_1303600","-1.7e-05 (0.87)","0.04 (0.44)","0.69 (3.1e-90)","-0.36 (9.2e-34)","-0.25 (1.6e-12)","0.036 (0.00074)","-0.027 (0.31)","-0.026 (2.7e-05)","-7.1e-06 (0.89)","0.00015 (8.5e-05)","-0.0011 (0.81)","-0.00049 (0.71)","-0.00016 (0.71)","PF3D7_1439700","PKNH_1242600"
"PBANKA_1304800","-0.019 (0.69)","0.0013 (0.94)","0.02 (4.5e-07)","0.08 (9.1e-39)","0.08 (0.00063)","-0.15 (2.4e-17)","0.17 (0.0049)","-0.1 (0.21)","-0.1 (0.014)","-0.00014 (0.88)","0.065 (0.8)","0.073 (0.6)","0.012 (0.91)","PF3D7_1440900","PKNH_1241400"
"PBANKA_1305100","1.1 (1e-08)","-0.041 (0.84)","-1.2 (2.5e-129)","-0.0033 (0.16)","0 (1)","0.00053 (0.04)","0.072 (1.3e-24)","-0.031 (8.7e-18)","-0.013 (3.1e-08)","0.015 (0.00091)","-0.11 (0.8)","0.0068 (0.99)","0.14 (0.63)","PF3D7_1441200","PKNH_1241100"
"PBANKA_1305700","0.029 (0.7)","-0.083 (0.11)","8.8e-05 (0.99)","0.079 (1.2e-21)","0.12 (0.00015)","-0.12 (2.5e-23)","0.76 (4e-15)","-0.39 (7.4e-13)","-0.36 (6.7e-14)","-0.00031 (0.45)","0.3 (0.8)","-1.7e-05 (1)","0.04 (0.63)","PF3D7_1441800","PKNH_1240500"
"PBANKA_1306000","-0.0088 (0.72)","-0.0017 (0.98)","0.42 (1.9e-57)","0.23 (3.2e-16)","-0.61 (1.2e-31)","-0.094 (1.4e-12)","0.00015 (0.052)","0.0024 (0.34)","0.0017 (0.15)","-0.011 (0.079)","-0.0037 (0.86)","0.0017 (0.58)","0.025 (0.63)","PF3D7_1442100","PKNH_1240200"
"PBANKA_1306400","0.00072 (0.97)","-0.013 (0.34)","0.62 (4.2e-79)","-0.62 (7.6e-90)","-0.078 (5.4e-07)","0.00019 (0.98)","-0.0092 (0.11)","0.002 (0.59)","0.00018 (0.84)","0.00026 (4.1e-05)","-0.0022 (0.8)","0.00024 (0.89)","0.024 (0.63)","PF3D7_1442500","PKNH_1239800"
"PBANKA_1307200","-0.026 (0.0014)","0.093 (1.8e-06)","0.71 (1.7e-52)","-0.57 (1.9e-179)","0.014 (1.7e-06)","-0.025 (1.7e-09)","-0.013 (0.013)","-0.0042 (3.2e-08)","0.0073 (2.3e-08)","-0.0014 (0.041)","-0.018 (0.88)","0.011 (0.7)","0.02 (0.5)","PF3D7_1443300","PKNH_1239000"
"PBANKA_1308000","0.011 (0.83)","-0.058 (0.034)","0.27 (5e-43)","0.37 (4.7e-85)","-0.55 (2.6e-33)","-0.0098 (0.15)","0.16 (1.3e-05)","0.42 (8.4e-09)","-0.31 (5.4e-06)","0.089 (2.6e-06)","-0.39 (0.8)","0.041 (1)","-0.047 (0.7)","PF3D7_1444100","PKNH_1238200"
"PBANKA_1308200","-0.00026 (0.96)","0.024 (0.61)","0.73 (1.9e-99)","-0.35 (6.3e-90)","-0.12 (1.5e-06)","0.1 (8.3e-15)","0.7 (4.1e-28)","-0.95 (3.1e-66)","-0.17 (9.7e-15)","-0.00031 (0.21)","0 (1)","0.004 (0.6)","-0.0061 (0.63)","PF3D7_1444300","PKNH_1238000"
"PBANKA_1309000","0.29 (0.64)","-0.18 (0.02)","0.12 (3e-14)","-0.14 (1.1e-127)","0.004 (0.066)","0.0083 (1.3e-06)","-0.0035 (0.39)","0.015 (0.09)","-0.031 (0.0094)","0.11 (0.0054)","1.7 (0.8)","0.31 (0.84)","0.036 (0.9)","PF3D7_1445200","PKNH_1237100"
"PBANKA_1309400","-0.066 (0.84)","-0.47 (8e-05)","-0.003 (0.62)","-0.021 (2.2e-24)","-4.3e-05 (1)","0.0075 (0.14)","0.16 (0.00057)","0.13 (0.051)","-0.21 (5.3e-05)","-0.086 (0.012)","0.23 (0.8)","0.02 (1)","0.25 (0.35)","PF3D7_1445600","PKNH_1236600"
"PBANKA_1309700","1.3 (1.6e-07)","-0.78 (3.1e-05)","-0.24 (6.1e-48)","0.00079 (0.0029)","0.0029 (0.11)","0.00024 (0.51)","0.12 (3.9e-11)","0.15 (5.5e-14)","-0.21 (2e-10)","9.2e-06 (0.25)","-0.00079 (0.8)","-0.00046 (0.6)","0.17 (0.65)","PF3D7_1445900","PKNH_1236300"
"PBANKA_1310500","-0.036 (0.7)","-0.0044 (0.6)","0.02 (5.4e-17)","0.035 (3.5e-41)","0.051 (5.9e-06)","9.4e-05 (1)","0.44 (6.1e-10)","-0.73 (3.3e-27)","-0.046 (0.27)","-0.0065 (0.097)","0.085 (0.8)","0.025 (0.6)","-0.0096 (0.67)","PF3D7_1446700","PKNH_1235500"
"PBANKA_1310800","1.1 (2.1e-09)","0.4 (0.043)","-1.1 (3.6e-126)","-0.0023 (0.14)","0 (1)","0.013 (3.9e-15)","-0.059 (2.4e-06)","-0.0077 (0.00025)","-0.0091 (1.3e-05)","6e-04 (0.63)","-1e-04 (0.83)","-0.00011 (0.71)","0.087 (0.72)","PF3D7_1447000","PKNH_1235200"
"PBANKA_1310900","-0.027 (0.94)","0.61 (3.7e-05)","-0.3 (3e-10)","0.067 (1.8e-07)","-0.11 (2.8e-12)","-0.021 (1.9e-16)","-0.0016 (0.17)","0.00096 (0.91)","0.13 (1.2e-06)","-0.15 (0.13)","1.4 (0.8)","-0.43 (0.6)","-0.25 (0.63)","PF3D7_1447100","PKNH_1235100"
"PBANKA_1311000","0.025 (0.34)","-0.066 (0.0066)","-0.073 (0.00011)","0.0013 (0.53)","0.35 (6.5e-38)","0.17 (3.6e-09)","-0.78 (3.8e-24)","-0.0018 (0.4)","0.0047 (0.32)","0.038 (0.3)","0.23 (0.83)","0 (1)","0 (1)","PF3D7_1447200","PKNH_1235000"
"PBANKA_1312800","-0.021 (0.68)","-0.00086 (0.19)","-0.00019 (0.11)","0.002 (9e-13)","0.03 (1e-21)","0.0019 (0.58)","0.13 (6.2e-08)","0.37 (2.1e-12)","0.32 (0.016)","-0.11 (0.18)","0 (1)","0 (1)","-0.021 (0.88)","PF3D7_1449100","PKNH_1233000"
"PBANKA_1314200","-0.042 (0.69)","-0.0089 (0.13)","-0.0013 (0.08)","0.0019 (0.18)","0.2 (1.1e-15)","0.099 (1.3e-06)","0.25 (0.0098)","-0.71 (1.4e-35)","-0.069 (0.035)","-0.014 (0.21)","0.29 (0.8)","-1.3e-05 (0.6)","-0.0095 (0.63)","PF3D7_1450500","PKNH_1231600"
"PBANKA_1315000","0.0033 (0.69)","0.0015 (0.95)","0.057 (8.3e-19)","0.29 (3.6e-145)","0.72 (1.2e-46)","-0.4 (6.6e-61)","0.45 (1.1e-13)","-0.64 (8.7e-38)","-0.021 (0.28)","-0.0015 (0.22)","0.002 (0.8)","-0.001 (0.6)","0.014 (0.72)","PF3D7_1451300","PKNH_1230800"
"PBANKA_1315400","-0.036 (0.7)","0.0021 (0.58)","0.065 (8.4e-40)","0.049 (1.1e-21)","0.033 (0.094)","-0.0095 (0.57)","0.25 (6e-06)","-0.49 (5.1e-22)","0.018 (0.57)","-0.0082 (0.1)","0.00053 (0.95)","-0.00042 (0.6)","9e-05 (0.67)","PF3D7_1451700","PKNH_1230400"
"PBANKA_1316200","-0.0042 (0.7)","0.028 (0.65)","0.53 (2.1e-73)","0.13 (4.8e-12)","-0.55 (1.5e-28)","-0.023 (0.18)","-0.031 (0.69)","0.0016 (0.98)","-0.23 (2.4e-05)","-0.0068 (0.15)","0.18 (0.8)","0.15 (0.6)","0.021 (0.91)","PF3D7_1452500","PKNH_1229600"
"PBANKA_1316400","-0.0014 (0.87)","-0.034 (0.51)","0.12 (7.7e-05)","0.088 (0.00013)","0.061 (0.14)","-0.12 (3.1e-06)","-0.35 (1.9e-12)","-0.011 (0.0079)","0.0028 (0.18)","-0.00057 (0.55)","-0.00041 (0.8)","-2.1e-05 (0.96)","-0.026 (0.75)","PF3D7_1452700","PKNH_1229400"
"PBANKA_1316900","-0.0044 (0.64)","0.0016 (0.89)","0.093 (1.3e-26)","0.26 (1.9e-131)","0.38 (3.6e-33)","-0.36 (1.2e-69)","0.66 (1.1e-17)","-0.38 (6e-22)","0.016 (8.9e-07)","-0.067 (1e-09)","0.019 (0.8)","0.062 (0.6)","-0.0026 (0.7)","PF3D7_1453200","PKNH_1228900"
"PBANKA_1317400","-0.01 (9.2e-05)","0.035 (0.012)","0.075 (0.05)","-0.09 (5.2e-33)","-0.013 (0.00011)","0.00013 (0.026)","0.00014 (0.77)","-0.00055 (0.39)","3e-04 (0.82)","0.0018 (0.048)","0.044 (0.8)","0.05 (0.6)","-0.0011 (0.92)","PF3D7_1453700","PKNH_1228400"
"PBANKA_1317800","-0.015 (0.72)","-0.014 (0.74)","0.92 (7.3e-79)","-0.53 (1e-89)","-0.054 (0.0093)","-0.023 (0.0014)","0.35 (8.7e-14)","-0.27 (1.4e-19)","-0.05 (0.0032)","-2.7e-05 (0.43)","-0.00088 (0.8)","-0.00054 (0.6)","-0.0096 (0.63)","PF3D7_1454100","PKNH_1228000"
"PBANKA_1320600","0.67 (0.00065)","-0.21 (0.47)","-0.33 (8.7e-32)","0.0086 (1.4e-10)","0.034 (9.4e-06)","-0.0076 (3.7e-07)","-0.00042 (0.91)","-0.0011 (0.37)","0.00093 (0.13)","-0.0012 (0.71)","-0.00075 (0.8)","0.073 (0.6)","0.083 (0.65)","PF3D7_1456900","PKNH_1224900"
"PBANKA_1320700","-0.0047 (0.7)","0.0017 (0.28)","0.035 (1.9e-14)","-0.027 (5.4e-25)","0.27 (3.7e-25)","-0.15 (3.6e-09)","0.49 (7.8e-07)","-0.059 (0.26)","-0.033 (0.3)","-0.0066 (0.17)","-0.00067 (0.8)","8.1e-06 (0.95)","0.0072 (0.63)","PF3D7_1457000","PKNH_1224800"
"PBANKA_1323300","-0.016 (0.72)","0.016 (0.61)","0.15 (5.2e-44)","-0.15 (2e-42)","-0.027 (0.01)","0.024 (0.0035)","0.16 (0.021)","0.15 (0.013)","-0.85 (1.8e-09)","-0.012 (0.22)","0.0018 (0.89)","0.001 (0.86)","-0.058 (0.74)","PF3D7_1459700","PKNH_1222100"
"PBANKA_1323400","0.01 (0.16)","0.01 (0.74)","0.15 (0.0066)","-0.081 (2.1e-10)","-0.042 (0.25)","0.15 (1.1e-12)","-0.23 (3.8e-08)","-0.025 (0.0069)","0.00021 (0.62)","3e-04 (0.01)","-0.006 (0.8)","-0.0016 (0.71)","0.019 (0.88)","PF3D7_1459800","PKNH_1222000"
"PBANKA_1324000","0.6 (1.3e-06)","-0.14 (0.69)","-0.34 (3.1e-26)","0.00017 (0.95)","0.00065 (0.65)","8e-04 (0.067)","0.062 (6.9e-10)","-0.021 (0.002)","-0.026 (1.7e-06)","-0.0026 (0.24)","0.41 (0.8)","0.12 (0.6)","0.0031 (1)","PF3D7_1460300","PKNH_1221400"
"PBANKA_1324100","0.0014 (0.97)","-0.016 (0.3)","0.56 (1.6e-73)","-0.53 (5.9e-100)","-0.057 (1.1e-06)","0.011 (0.00013)","-0.059 (1.2e-05)","0.0021 (0.76)","0.0096 (0.021)","0.0016 (2.7e-05)","-0.007 (0.8)","0.00041 (0.89)","0.029 (0.63)","PF3D7_1460400","PKNH_1221300"
"PBANKA_1324400","1.1 (1.1e-09)","-0.25 (0.34)","-0.51 (4e-51)","-0.0011 (0.18)","0.00029 (0.25)","0.0033 (7.2e-08)","-0.0052 (0.47)","0.026 (3e-11)","-0.035 (9.5e-09)","0.0021 (0.054)","0.032 (0.8)","0.26 (0.6)","0.13 (0.66)","PF3D7_1460700","PKNH_1221000"
"PBANKA_1325100","-0.0068 (0.72)","1e-04 (0.045)","-0.00044 (0.68)","-8.7e-05 (0.42)","0.00041 (0.004)","0.018 (3.4e-10)","0.5 (3.4e-25)","-0.86 (1.4e-29)","0.32 (9.9e-05)","-0.045 (0.15)","0.28 (0.8)","0 (1)","-0.0045 (0.91)","PF3D7_1461400","PKNH_1220300"
"PBANKA_1325300","0.0071 (0.012)","0.074 (0.1)","-0.33 (1.7e-11)","-0.054 (1.5e-11)","0.12 (4.1e-14)","-0.084 (3.9e-42)","0.017 (0.00036)","-0.027 (2e-15)","0.001 (0.48)","-9.3e-06 (0.57)","0.00022 (0.87)","8.6e-05 (0.9)","0.025 (0.85)","PF3D7_1461600","PKNH_1220100"
"PBANKA_1326100","-0.0017 (0.7)","0.0076 (0.82)","0.59 (1.3e-71)","-0.33 (8.8e-57)","0.28 (7.2e-17)","-0.1 (0.00025)","-0.11 (0.0063)","-0.0045 (0.8)","-0.0055 (0.13)","-0.00011 (0.00091)","0.0028 (0.8)","0.0016 (0.68)","0.0024 (0.04)","PF3D7_1462500","PKNH_1219000"
"PBANKA_1326300","-0.0014 (0.58)","0.0013 (0.41)","0.0051 (0.00054)","0.006 (0.16)","0.075 (9.3e-05)","-0.0037 (0.81)","0.7 (4e-15)","-0.88 (1.4e-25)","-0.039 (0.25)","0.00045 (6.7e-09)","-0.00089 (0.8)","-0.00058 (0.6)","0.1 (0.63)","PF3D7_1462700","PKNH_1218800"
"PBANKA_1327100","-0.069 (0.69)","0.00045 (0.28)","0.0019 (2.1e-13)","0.0034 (3.6e-15)","-0.003 (0.0031)","0.0064 (0.016)","0.33 (1.5e-11)","-0.2 (0.013)","-0.11 (0.34)","-0.018 (0.18)","0.97 (0.8)","0.49 (0.6)","-0.22 (0.63)","PF3D7_1463900","PKNH_1217600"
"PBANKA_1327600","1.4 (2.4e-08)","-1.7 (1.9e-18)","0.046 (0.0011)","-0.076 (8.9e-33)","0.17 (1.5e-25)","-0.058 (2.9e-37)","0.12 (1.2e-12)","-0.31 (6.8e-25)","-0.027 (0.02)","-0.0017 (0.27)","0.065 (0.8)","-0.00054 (0.6)","0.11 (0.64)","PF3D7_1464200","PKNH_1217300"
"PBANKA_1327800","0.64 (3.2e-05)","-0.82 (1.8e-09)","0.23 (7.7e-10)","-0.12 (1.9e-38)","0.076 (9.8e-07)","-0.0013 (0.86)","-0.15 (6e-11)","-0.0014 (0.41)","-0.001 (0.00013)","0.0029 (1.4e-13)","-0.0042 (0.8)","0.04 (0.6)","0.063 (0.63)","PF3D7_1464400","PKNH_1217100"
"PBANKA_1329300","1 (6.6e-09)","0.33 (0.056)","-1.2 (5.8e-135)","-0.00035 (0.87)","0 (1)","0.0011 (0.026)","0.086 (2.8e-13)","-0.032 (2.1e-12)","-0.0057 (6.5e-10)","0.0043 (4.4e-05)","-0.012 (0.87)","0.0067 (0.7)","0.11 (0.72)","PF3D7_1465900","PKNH_1215600"
"PBANKA_1329400","-0.0015 (0.45)","2e-04 (0.98)","0.033 (2e-12)","0.12 (1.6e-47)","0.3 (1.5e-23)","-0.19 (1.5e-42)","0.7 (5.2e-17)","-0.25 (1.4e-17)","0.0054 (0.0047)","-0.011 (0.17)","0.00097 (1)","-0.0028 (0.6)","-0.00038 (0.79)","PF3D7_1466000","PKNH_1215500"
"PBANKA_1331100","9e-05 (0.25)","0.055 (0.31)","0.6 (6.7e-79)","0.017 (0.41)","-0.075 (0.11)","-0.42 (8.6e-65)","0.19 (7.7e-07)","-0.22 (3.5e-15)","-0.0015 (0.0038)","0.00012 (0.02)","-0.0016 (0.8)","0.00031 (0.6)","-0.0048 (0.72)","PF3D7_1467800","PKNH_1213500"
"PBANKA_1331200","-0.15 (0.15)","-0.012 (0.25)","0.00017 (0.93)","0.0032 (0.00085)","0.22 (2.1e-33)","-0.15 (6.5e-27)","0.88 (5.5e-22)","-0.6 (1.3e-23)","1.3 (2.4e-26)","-0.17 (0.088)","0.71 (0.88)","1.1 (0.6)","0.061 (0.85)","PF3D7_1467900","PKNH_1213300"
"PBANKA_1331300","-0.069 (0.71)","0.016 (0.65)","0.58 (8.4e-74)","-0.039 (0.07)","0.13 (0.0013)","-0.35 (8.8e-48)","0.11 (0.042)","0.0097 (0.92)","-0.13 (0.042)","-0.015 (0.39)","1.6 (0.8)","0.0011 (0.96)","0.055 (0.83)","PF3D7_1468000","PKNH_1213200"
"PBANKA_1331800","7e-04 (0.59)","0.00029 (0.51)","0.098 (1e-13)","0.036 (0.038)","0.037 (0.22)","0.066 (0.025)","0.11 (0.14)","-0.17 (1.1e-08)","0.0023 (0.1)","0.00013 (0.37)","-0.0095 (0.8)","-0.013 (0.6)","0.04 (0.63)","PF3D7_1468500.1","PKNH_1212700"
"PBANKA_1333400","0.11 (0.8)","0.57 (0.00022)","-0.15 (9.8e-19)","-0.0051 (8.5e-07)","0.0071 (0.00013)","0.038 (6.1e-16)","0.021 (0.12)","-0.061 (3.2e-10)","0.78 (3.3e-27)","-0.86 (7.1e-12)","0.98 (0.8)","0.47 (0.6)","-0.051 (0.85)","PF3D7_1470200","PKNH_1210800"
"PBANKA_1333600","-0.0018 (0.72)","-0.001 (0.87)","0.017 (0.00028)","0.16 (2.9e-110)","0.34 (1.4e-37)","-0.17 (9.3e-45)","0.87 (1.2e-32)","-0.93 (2.5e-45)","-0.083 (2.1e-05)","2.3e-05 (0.5)","-0.00085 (0.81)","-6.4e-06 (1)","0.0026 (0.74)","PF3D7_1470400","PKNH_1210600"
"PBANKA_1334000","-0.022 (0.7)","-0.0031 (0.97)","0.24 (1.5e-16)","0.52 (5.7e-105)","-0.11 (0.038)","-0.29 (3.2e-36)","0.069 (0.055)","-0.073 (0.004)","-0.0013 (0.89)","-0.0032 (4e-04)","0.0093 (0.86)","-0.013 (0.6)","-0.0024 (0.92)","PF3D7_1470800","PKNH_1210200"
"PBANKA_1334600","0.13 (0.45)","-0.025 (0.75)","-0.1 (1.1e-08)","-0.015 (1.1e-31)","0.00048 (0.48)","0.0034 (0.00011)","-0.017 (0.027)","0.1 (4.5e-22)","0.48 (1.6e-20)","0.093 (0.65)","-2.2 (0.8)","-0.86 (0.6)","-0.19 (0.49)","PF3D7_1471400","PKNH_1209600"
"PBANKA_1335500","-0.025 (0.7)","0 (1)","0.00057 (0.64)","-9e-04 (7.1e-05)","6.9e-05 (0.23)","5.6e-05 (0.91)","-3.6e-05 (0.0014)","0.007 (0.15)","1.2 (1.1e-37)","-1.3 (5.9e-14)","0.5 (0.99)","-1.1 (0.6)","-0.14 (0.63)","PF3D7_1472300","PKNH_1208700"
"PBANKA_1335600","-0.36 (0.0013)","-0.019 (0.79)","0.16 (2.2e-10)","-0.00026 (0.99)","-0.26 (8.5e-15)","0.0048 (0.023)","0.028 (0.22)","-0.033 (1.3e-07)","0.16 (1.3e-06)","0.23 (0.13)","1.7 (0.87)","0.7 (0.72)","0.18 (0.66)","PF3D7_1472400","PKNH_1208600"
"PBANKA_1336000","0.0093 (0.7)","-0.00051 (0.98)","0.038 (6.2e-08)","0.0031 (0.81)","0.27 (6.7e-18)","0.11 (2.7e-05)","-0.45 (3.4e-11)","-0.22 (3.2e-22)","-0.012 (0.17)","0.0012 (0.82)","-0.0058 (0.87)","-0.066 (0.58)","0.037 (0.63)","PF3D7_1472800","PKNH_1208200"
"PBANKA_1337500","-0.002 (0.58)","-0.0019 (0.58)","0.009 (0.004)","0.0014 (0.51)","0.32 (1.4e-26)","-0.25 (2.4e-17)","0.24 (0.0017)","-0.19 (9.1e-09)","0.14 (0.0056)","-0.0063 (0.21)","-0.0021 (0.87)","-0.00046 (1)","0.027 (0.63)","PF3D7_1322200","PKNH_1206600"
"PBANKA_1337800","-1.1e-05 (0.85)","0.044 (0.46)","0.84 (1e-94)","-0.24 (1.2e-33)","0.37 (1.5e-20)","-0.46 (6.5e-91)","0.25 (2.6e-10)","-0.39 (3.2e-20)","-0.0021 (0.71)","-2.2e-05 (0.5)","-0.00016 (0.98)","9.1e-05 (0.96)","0.019 (0.63)","PF3D7_1322500","PKNH_1206300"
"PBANKA_1338400","-0.0031 (0.72)","0.00022 (0.99)","0.33 (3e-22)","0.031 (0.066)","0.32 (5.9e-11)","-0.17 (1.5e-28)","-0.00037 (0.98)","-0.0046 (0.012)","0.0032 (0.068)","0.00092 (2.6e-09)","-0.004 (0.8)","-0.0031 (0.6)","-0.00013 (0.85)","PF3D7_1323200","PKNH_1205600"
"PBANKA_1339400","-0.046 (0.69)","-0.11 (3.3e-05)","-0.0081 (0.013)","-0.00031 (0.77)","-0.0014 (0.091)","3.1e-05 (0.78)","0.00087 (0.23)","0.036 (1.3e-09)","1.3 (2.6e-35)","-0.79 (9.8e-10)","-0.6 (0.86)","0.71 (0.71)","0.05 (0.82)","PF3D7_1324200","PKNH_1204600"
"PBANKA_1339700","-0.62 (0.00058)","-0.0098 (0.71)","0.16 (1.8e-44)","-0.1 (3.6e-14)","-0.083 (7.1e-08)","-0.007 (0.0085)","0.0011 (0.049)","-0.0036 (0.75)","-0.0059 (0.11)","0.36 (3.6e-06)","0.88 (0.97)","1.1 (0.86)","0.67 (0.5)","PF3D7_1324500","PKNH_1204300"
"PBANKA_1340000","0.013 (0.87)","-0.0093 (0.69)","0.59 (4.8e-69)","-0.59 (1.3e-83)","-0.079 (6.9e-06)","-0.0035 (0.63)","-0.092 (8.2e-14)","0.0021 (0.44)","0.00079 (0.83)","0.00072 (0.0025)","-0.012 (0.8)","0.00022 (1)","0.017 (0.63)","PF3D7_1324800","PKNH_1204000"
"PBANKA_1341000","-0.0059 (0.72)","0.00062 (0.98)","0.043 (1.5e-11)","0.3 (5e-161)","0.68 (1.7e-46)","-0.43 (9.5e-67)","0.79 (3.4e-19)","-0.75 (9.2e-34)","-0.051 (0.028)","-0.073 (4.2e-07)","0.16 (0.8)","0.017 (0.6)","-0.014 (0.79)","PF3D7_1325900","PKNH_1202900"
"PBANKA_1341100","-0.022 (0.7)","-0.0012 (2.2e-10)","0.0061 (3.2e-05)","-0.0014 (0.58)","0.0096 (0.0014)","0.11 (2.2e-39)","0.18 (0.00026)","0.11 (0.13)","-0.87 (3.3e-11)","-0.11 (0.098)","0.23 (0.8)","0.15 (0.6)","-0.05 (0.63)","PF3D7_1326000","PKNH_1202700"
"PBANKA_1341200","-0.011 (0.86)","-0.027 (0.22)","0.00095 (0.82)","-0.014 (4.8e-11)","0.0094 (0.0034)","0.018 (1.2e-05)","0.37 (3.4e-18)","0.72 (3.1e-32)","-0.77 (1.2e-11)","-0.063 (0.095)","0.53 (0.8)","0 (1)","-0.061 (0.64)","PF3D7_1326100","PKNH_1202600"
"PBANKA_1341600","0.28 (4.7e-05)","-0.28 (9.5e-08)","0.49 (8.4e-35)","-0.52 (9.5e-123)","0.084 (2.7e-08)","-0.059 (1.8e-17)","-0.025 (0.011)","-0.00099 (0.92)","0.0021 (0.8)","-0.0087 (0.26)","0.53 (0.8)","0.015 (0.6)","0.0098 (0.98)","PF3D7_1326400","PKNH_1202200"
"PBANKA_1346000","-0.0026 (0.87)","0.00046 (0.49)","0.26 (3.7e-16)","0.045 (0.00036)","-0.02 (0.6)","-0.035 (0.0063)","-0.066 (0.0078)","-0.00018 (0.88)","0.012 (0.11)","0.48 (1.7e-09)","1.1 (0.83)","-2.1 (0.6)","-0.2 (0.63)","PF3D7_1331100","PKNH_1269400"
"PBANKA_1346500","-0.028 (0.58)","-0.005 (0.9)","0.18 (1.4e-37)","0.21 (5.4e-41)","-0.17 (1e-06)","0.038 (0.045)","-0.19 (0.048)","-0.38 (9.6e-11)","0.86 (9.3e-17)","-0.43 (4.7e-06)","0.15 (0.99)","-0.68 (0.6)","-0.028 (0.8)","PF3D7_1331600","PKNH_1268900"
