"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pb"
"PKNH_1107900","-4.1e-06 (0.95)","-0.00012 (0.76)","0.076 (9.4e-05)","-0.18 (2.8e-06)","0.065 (0.0059)","0.099 (2.9e-08)","0.079 (0.64)","-0.14 (1.9e-13)","-0.003 (0.32)","-0.00024 (0.00014)","-0.0015 (0.98)","-0.034 (0.018)","0.00042 (0.04)","PF3D7_1363400","PBANKA_1139400"
"PKNH_1106500","-0.1 (0.0094)","0.03 (0.16)","0.19 (3.9e-07)","-0.2 (1.1e-05)","-0.12 (2.4e-07)","-0.051 (7.2e-30)","-0.0028 (0.38)","0.0033 (0.47)","0.71 (3.3e-35)","-0.51 (9e-08)","-3.3 (0.88)","0.44 (0.94)","-0.42 (0.071)","PF3D7_1364800","PBANKA_1140600"
"PKNH_1105700","0.01 (0.63)","-0.023 (0.12)","0.017 (0.38)","0.00038 (0.97)","0.18 (9.9e-11)","-0.019 (0.19)","0.093 (0.074)","-0.33 (2.4e-33)","0.21 (3.8e-07)","-0.11 (2.7e-07)","0 (1)","0 (1)","0.00012 (0.049)","PF3D7_1365600","PBANKA_1141400"
"PKNH_1105500","0.00019 (4.1e-09)","4.7e-06 (0.98)","0.0071 (0.039)","0.0058 (0.033)","-0.011 (0.003)","0.0024 (0.0027)","-0.007 (0.45)","0.031 (2.1e-15)","1.2 (4e-38)","-0.39 (1.7e-09)","0 (1)","0.00026 (0.38)","0.00036 (0.15)","PF3D7_1365800","PBANKA_1141600"
"PKNH_1104500","0.00027 (4.1e-08)","0.00018 (0.0064)","0.012 (0.12)","-0.01 (0.0025)","2e-06 (0.72)","0.00015 (1.4e-56)","-2e-04 (8.6e-07)","0.18 (1.2e-32)","-0.55 (1.6e-07)","7.5e-05 (0.0022)","-4e-04 (0.98)","0.00048 (0.65)","0.00011 (0.36)","PF3D7_1366800","PBANKA_1142700"
"PKNH_1104200","0.0022 (0.65)","-0.00071 (1)","0.042 (0.018)","-0.042 (0.045)","0.033 (0.011)","0.068 (9.6e-13)","0.0026 (1)","-0.27 (1.8e-64)","0.0012 (0.61)","0.00044 (3.1e-11)","-0.0013 (0.98)","-0.002 (0.37)","0.00014 (0.48)","PF3D7_1367000","PBANKA_1142900"
"PKNH_1102900","3.7e-05 (0.19)","0.00055 (0.00083)","-0.0056 (0.72)","-0.0057 (0.52)","0.024 (0.055)","0.012 (0.049)","-0.011 (0.7)","0.45 (6.2e-32)","-0.32 (2.1e-10)","-0.00029 (0.63)","0.0067 (0.9)","0.00084 (0.44)","-2.9e-06 (0.99)","PF3D7_1368300","PBANKA_1144200"
"PKNH_1102800","0.00021 (0.02)","-4.5e-05 (1)","0.034 (0.094)","0.038 (0.25)","-0.018 (0.39)","0.021 (0.038)","0.085 (0.44)","-0.27 (7.8e-26)","-0.0065 (0.05)","-0.00015 (0.37)","0.00073 (1)","-0.052 (0.019)","-1e-04 (0.84)","PF3D7_1368400","PBANKA_1144300"
"PKNH_0801700","0.015 (6.1e-11)","0.19 (0.00036)","0.22 (1.8e-05)","-0.2 (3.3e-17)","-0.012 (0.015)","0.012 (2.2e-10)","-0.036 (7.2e-05)","-0.0023 (0.0039)","0.0056 (0.003)","-0.004 (0.0047)","0.00082 (1)","-0.02 (0.018)","0.006 (0.0026)","PF3D7_1002900","PBANKA_1201300"
"PKNH_0801900","-0.016 (0.00053)","-7.6e-05 (1)","0.07 (1.7e-05)","-0.25 (5.7e-10)","0.024 (0.12)","0.15 (6.9e-17)","-0.31 (0.00014)","0.0075 (0.42)","-0.005 (0.2)","0.0036 (0.35)","0.044 (0.98)","0.015 (0.93)","0.0097 (0.56)","PF3D7_1003100","PBANKA_1201500"
"PKNH_0802300","0.12 (3.6e-18)","0.44 (4.1e-05)","-0.64 (1.4e-18)","-0.06 (1.3e-06)","-2.2e-05 (1)","-0.00045 (0.14)","0 (1)","0.00027 (0.46)","-0.00029 (0.91)","-2e-04 (0.32)","-0.00053 (0.98)","0.00045 (0.48)","0.0026 (0.3)","PF3D7_1003500","PBANKA_1201900"
"PKNH_0803400","-0.053 (0.045)","-0.0012 (0.98)","0.035 (0.014)","0.15 (1e-04)","-0.13 (4.9e-08)","0.017 (0.0076)","0.14 (0.024)","-0.14 (6e-30)","0.0041 (0.29)","0.17 (0.12)","-0.33 (0.98)","-0.48 (0.93)","-0.11 (0.28)","PF3D7_1004700","PBANKA_1203000"
"PKNH_0805000","1.5 (1.1e-19)","-0.57 (0.079)","-0.22 (1.4e-06)","-0.075 (6.8e-08)","-0.00032 (1)","-0.0057 (0.13)","0.012 (0.00016)","-0.0097 (0.18)","-0.014 (0.74)","0.0012 (0.00043)","0.0092 (0.98)","-0.028 (0.16)","0.11 (0.24)","PF3D7_1006200","PBANKA_1204400"
"PKNH_0805600","0.73 (4.5e-19)","0.12 (0.71)","-0.2 (0.00028)","-0.14 (4.5e-15)","-0.00022 (1)","-0.0034 (0.13)","0.01 (0.00079)","-0.021 (3.5e-06)","-0.0066 (0.74)","-1e-05 (0.96)","-0.0033 (0.98)","-0.015 (0.19)","0.036 (0.28)","PF3D7_1006800","PBANKA_1205000"
"PKNH_0805700","0.00033 (1.1e-19)","0.023 (0.072)","0.03 (3.5e-05)","0.16 (3.4e-27)","0.42 (9.3e-17)","-0.035 (0.14)","0.21 (0.028)","-0.96 (1.1e-138)","0.79 (1.4e-41)","-0.42 (8.7e-14)","0.094 (0.98)","0.031 (0.35)","0.011 (0.24)","PF3D7_1006900","PBANKA_1205100"
"PKNH_0805800","-0.00047 (0.12)","0.07 (0.47)","0.44 (2e-19)","-0.26 (4.3e-25)","-0.024 (0.06)","-0.042 (2.5e-30)","-0.0021 (0.84)","-0.00047 (0.05)","8e-04 (0.00042)","0.00013 (0.76)","5.8e-06 (1)","5.8e-06 (1)","6e-05 (0.0026)","PF3D7_1007000","PBANKA_1205200"
"PKNH_0806000","-0.00014 (1.9e-06)","-0.002 (0.98)","0.00089 (0.43)","0.082 (2.3e-15)","0.067 (0.0034)","0.00096 (0.94)","0.19 (0.093)","-0.3 (2e-32)","0.028 (0.019)","0.001 (0.00055)","-9.4e-05 (1)","0.0031 (0.076)","4.7e-05 (0.59)","PF3D7_1007200","PBANKA_1205400"
"PKNH_0807400","-0.048 (2.4e-07)","-2.5e-05 (1)","0.011 (0.0053)","-0.0077 (0.19)","0.00012 (1)","0.00038 (0.14)","0.04 (0.047)","0.2 (1.6e-05)","-0.31 (1.1e-08)","0.04 (2.3e-05)","0.046 (1)","-0.026 (0.99)","0.027 (0.46)","PF3D7_1008400","PBANKA_1206600"
"PKNH_0808600","-5e-05 (0.96)","0.011 (0.28)","0.21 (1e-06)","-0.24 (7e-27)","0.031 (0.028)","-0.037 (1.6e-22)","-0.003 (0.27)","0.0032 (0.00022)","-0.00092 (0.43)","1e-06 (0.86)","-0.00012 (0.88)","0.00036 (0.018)","-7.4e-07 (0.38)","PF3D7_1008900","PBANKA_1207200"
"PKNH_0809200","2.5e-06 (0.46)","5.7e-05 (0.0038)","0.01 (0.0032)","0.052 (1.1e-22)","-0.045 (7.3e-08)","-0.0076 (1.1e-06)","0.0025 (0.64)","0.047 (6.7e-46)","1 (7.5e-22)","-0.1 (0.00011)","0 (1)","0 (1)","0 (1)","PF3D7_1009500","PBANKA_1207800"
"PKNH_0809800","-0.024 (0.0021)","0.018 (0.27)","0.17 (9.7e-10)","-0.28 (3.2e-21)","-0.0047 (0.3)","0.006 (0.00054)","-0.016 (0.18)","-0.016 (7.1e-33)","-0.00018 (0.016)","-4.9e-05 (0.98)","0 (1)","0 (1)","0.019 (0.098)","PF3D7_1010000","PBANKA_1208400"
"PKNH_0810200","1.1 (5.1e-13)","-0.9 (0.0031)","-0.23 (1.3e-09)","-0.0035 (0.35)","-0.00031 (1)","0.0025 (0.0094)","0.14 (5.9e-05)","-0.16 (2.3e-25)","-0.19 (2.3e-12)","0 (1)","0 (1)","0 (1)","0.0045 (0.28)","PF3D7_1010400","PBANKA_1208800"
"PKNH_0810500","-0.0011 (0.0066)","0.13 (0.28)","0.33 (4.9e-11)","0.062 (0.045)","-0.28 (1.3e-24)","-0.039 (3.4e-13)","-0.044 (0.031)","-0.0061 (2.9e-06)","0.00046 (0.04)","-2.3e-05 (0.76)","-2e-06 (1)","-0.0023 (0.65)","0.0027 (0.026)","PF3D7_1010700","PBANKA_1209100"
"PKNH_0811700","8.9e-05 (5e-04)","-8.5e-05 (1)","0.073 (3.2e-05)","0.14 (0.00025)","-0.13 (0.00031)","-0.088 (5.6e-29)","0.17 (2e-06)","-0.21 (9.6e-10)","-0.38 (2.9e-35)","-0.00015 (1)","0.0021 (0.79)","-0.0021 (0.2)","3e-05 (0.88)","PF3D7_1011900","PBANKA_1210300"
"PKNH_0811800","-3.5e-05 (0.0021)","0.041 (0.12)","0.2 (5.8e-05)","-0.13 (9.3e-11)","0.089 (2.5e-05)","0.027 (0.029)","-0.23 (6.5e-05)","-0.0049 (0.18)","-0.012 (8.3e-05)","-0.00029 (0.29)","0.005 (0.88)","0.00077 (1)","0.00041 (0.066)","PF3D7_1012000","PBANKA_1210400"
"PKNH_0813500","7.7e-06 (0.061)","0.0087 (0.023)","0.013 (0.0027)","-0.0056 (0.71)","0.055 (0.00097)","0.17 (4e-23)","0.13 (0.19)","-0.4 (2.3e-44)","-0.18 (1.4e-07)","-6.2e-06 (0.7)","1.1e-05 (1)","-2.7e-05 (0.87)","3.3e-05 (0.00019)","PF3D7_1013700","PBANKA_1212100"
"PKNH_0814900","-0.00047 (1.7e-13)","0.032 (0.3)","-0.0038 (0.93)","0.22 (1.3e-09)","-0.17 (2.4e-13)","-0.0069 (1e-05)","0.011 (0.25)","-0.0064 (5.2e-06)","-0.00018 (8.1e-15)","0.00042 (4.7e-13)","0.00029 (1)","-0.00014 (0.99)","5.5e-05 (0.78)","PF3D7_1014800","PBANKA_1213200"
"PKNH_0816900","2e-05 (5.6e-15)","-3.4e-06 (0.64)","0.002 (0.22)","0.0043 (5.1e-05)","-0.004 (0.0047)","-9e-05 (0.37)","0 (1)","0.00037 (0.87)","1.5 (9.7e-49)","-0.49 (1e-12)","0 (1)","0 (1)","0 (1)","PF3D7_0323500","PBANKA_1215000"
"PKNH_0817500","0.2 (1.2e-19)","0.3 (0.00055)","-0.48 (5.5e-12)","-0.085 (1.7e-09)","-2.6e-05 (1)","-0.00078 (0.14)","0 (1)","0.00087 (0.4)","-0.0011 (0.78)","-0.00024 (0.1)","-0.0066 (0.9)","0.0023 (0.37)","0.014 (0.28)","PF3D7_0322900","PBANKA_1215600"
"PKNH_0818600","0.00019 (0.0028)","0.00029 (7e-04)","0.00018 (0.48)","0.065 (5.4e-15)","0.13 (2.1e-09)","-0.029 (0.095)","-0.042 (0.79)","-0.22 (2.1e-10)","-0.0044 (0.13)","5.8e-05 (0.051)","0.00053 (0.98)","0.00029 (0.9)","0.00045 (0.00039)","PF3D7_0322200","PBANKA_1216300"
"PKNH_0819100","5e-06 (0.098)","-0.00016 (1)","0.076 (8.4e-08)","0.27 (1.2e-11)","-0.24 (2.9e-07)","0.075 (1.5e-05)","-0.19 (0.22)","0.05 (0.025)","-0.031 (0.29)","-0.14 (7.4e-07)","-0.012 (0.88)","-0.031 (0.61)","-0.0074 (0.16)","PF3D7_0321700","PBANKA_1216800"
"PKNH_0819400","0.00031 (0.002)","0.00039 (0.21)","-0.0018 (0.42)","0.046 (3.5e-05)","0.21 (7.6e-13)","0.0074 (0.64)","-0.049 (0.64)","-0.55 (1.3e-32)","0.002 (0.054)","0.0041 (7.7e-18)","-0.0099 (0.92)","0.0037 (0.69)","3e-04 (0.34)","PF3D7_0321400","PBANKA_1217100"
"PKNH_0819900","-0.91 (1.5e-10)","-0.12 (0.037)","0.08 (0.0061)","-0.1 (1.5e-08)","0.0021 (0.72)","0.0094 (0.03)","-0.039 (0.048)","-0.14 (0.0046)","-0.13 (3.1e-06)","0.14 (0.043)","-1.3 (0.94)","1.6 (0.65)","1.3 (0.00019)","PF3D7_0320900","PBANKA_1217600"
"PKNH_0820100","7.5e-05 (1.1e-10)","-0.00014 (0.081)","-0.0061 (0.51)","0.036 (0.21)","-0.001 (1)","0.078 (1e-12)","-0.2 (0.022)","-0.058 (8.9e-15)","-0.0013 (5.5e-10)","-0.00024 (0.025)","-0.0034 (0.88)","0.00061 (0.025)","-0.00026 (0.19)","PF3D7_0320700","PBANKA_1217800"
"PKNH_0820200","0.0024 (0.13)","-0.0037 (0.6)","0.092 (2.1e-06)","-0.18 (2.6e-06)","0.23 (2.2e-06)","-0.078 (0.00036)","-0.085 (0.33)","-0.068 (1.9e-05)","0.012 (0.29)","-8.2e-05 (1)","0.056 (0.94)","0.017 (0.87)","-0.0036 (0.24)","PF3D7_0320600","PBANKA_1217900"
"PKNH_0821100","9.9e-05 (2e-13)","-0.00039 (0.98)","0.23 (2e-11)","-0.24 (5.2e-10)","-0.025 (0.5)","-0.024 (0.06)","0.089 (0.17)","-0.41 (9.4e-44)","-0.00013 (0.98)","-0.00034 (0.39)","-0.00013 (0.88)","-0.019 (0.018)","3.2e-05 (0.012)","PF3D7_0320100","PBANKA_1218400"
"PKNH_0107600","-0.22 (9.4e-05)","0.065 (0.047)","0.34 (6.1e-09)","-0.3 (1.7e-22)","-0.04 (3e-04)","-0.075 (3.2e-74)","0.00023 (1)","0.0054 (0.46)","0.07 (0.00019)","0.51 (6.2e-12)","-1.3 (0.98)","-0.62 (0.87)","-0.16 (0.45)","PF3D7_0709000","PBANKA_1219500"
"PKNH_0109200","1.9e-05 (0.0094)","7.3e-05 (0.068)","0.18 (7.6e-10)","-0.2 (4.3e-11)","-0.014 (0.027)","-0.00085 (0.067)","0.00093 (0.21)","-0.00073 (0.37)","-0.0011 (0.054)","3.9e-05 (0.0023)","-1.6e-05 (1)","-0.00011 (0.27)","-5.6e-05 (5.4e-06)","PF3D7_0710500","PBANKA_1221100"
"PKNH_0110800","-0.002 (0.31)","0.00025 (5.7e-08)","0.096 (2.1e-07)","-0.07 (1.9e-05)","-0.021 (0.003)","0.037 (6.8e-25)","0.083 (9e-04)","-0.12 (9.5e-15)","-0.08 (0.0015)","-0.075 (2.2e-07)","-0.04 (0.98)","0.15 (0.42)","0.0012 (0.51)","PF3D7_0807900","PBANKA_1222800"
"PKNH_0111200","5.1e-05 (0.054)","0.036 (0.47)","0.14 (0.00017)","-0.089 (2.8e-06)","0.069 (1.7e-06)","-0.037 (1.3e-21)","0.018 (0.071)","0.017 (9e-04)","-0.026 (0.031)","0.00035 (0.88)","0.013 (0.98)","0.004 (0.41)","-0.001 (0.55)","PF3D7_0807600","PBANKA_1223000"
"PKNH_0111300","-1.2e-06 (0.47)","3.4e-05 (1)","0.19 (1e-09)","-0.37 (6.8e-19)","0.047 (0.00012)","0.075 (2.3e-10)","0.17 (0.011)","-0.41 (3e-92)","-0.0082 (1.5e-10)","9.5e-05 (1.4e-08)","0.00031 (0.92)","9.3e-05 (0.87)","2.4e-05 (0.26)","PF3D7_0807500","PBANKA_1223100"
"PKNH_0111500","0.085 (7.2e-12)","0.2 (0.00013)","-0.045 (0.45)","-0.14 (1.8e-12)","-1.3e-05 (1)","-0.001 (0.14)","0 (1)","-0.00068 (0.82)","-0.0087 (0.075)","-0.00093 (0.71)","-0.013 (0.98)","-0.034 (0.65)","0.0039 (0.3)","PF3D7_0807300","PBANKA_1223300"
"PKNH_0111600","-8.8e-05 (0.64)","-0.00037 (0.15)","0.078 (6.8e-05)","-0.15 (8.2e-07)","0.0085 (0.67)","0.058 (7.7e-13)","0.035 (0.64)","-0.043 (0.04)","-0.058 (2.5e-06)","-0.00098 (3e-17)","0.0042 (0.88)","0.00081 (0.89)","-0.00029 (0.11)","PF3D7_0807200","PBANKA_1223400"
"PKNH_0112000","-1.5 (2e-15)","-0.076 (0.42)","0.032 (2.3e-10)","0.035 (2.3e-05)","0.034 (0.00023)","0.0055 (0.35)","-0.073 (0.0038)","-0.072 (5.9e-11)","0.6 (5.1e-43)","0.93 (6e-28)","-0.33 (1)","-0.84 (0.71)","0.55 (0.0094)","PF3D7_0806800","PBANKA_1223800"
"PKNH_0112300","-0.024 (0.0017)","-0.00037 (0.0015)","0.034 (0.003)","-0.039 (0.094)","-0.01 (0.68)","-0.002 (0.64)","0.048 (0.065)","-0.11 (1.2e-28)","0.78 (3.7e-33)","-0.057 (0.53)","1.2 (0.98)","1.8 (0.22)","-0.3 (0.0044)","PF3D7_0806600","PBANKA_1224100"
"PKNH_0113800","-0.00027 (0.00029)","-0.00018 (0.21)","0.082 (3e-04)","-0.18 (2.3e-10)","-0.0075 (0.078)","0.00085 (0.14)","-0.00071 (0.99)","0.0014 (0.41)","0.041 (0.42)","-0.00039 (4.7e-10)","0.0019 (0.92)","0.00024 (0.96)","3.5e-05 (0.78)","PF3D7_0805400","PBANKA_1225200"
"PKNH_0114200","-8.6e-05 (2.3e-05)","-2.2e-06 (0.71)","0.095 (3.5e-06)","-0.19 (2.1e-05)","-0.055 (0.019)","-0.012 (0.052)","0.013 (0.64)","-0.066 (7.2e-30)","-0.0021 (0.0034)","0.00015 (1.4e-09)","0.00043 (0.98)","0.00049 (0.63)","-0.0022 (0.86)","PF3D7_0805000","PBANKA_1225600"
"PKNH_0115000","0.064 (5.2e-11)","-0.033 (0.22)","0.055 (0.14)","-0.16 (6.2e-14)","-0.0049 (0.23)","-0.0043 (8.3e-07)","0 (1)","6.9e-05 (0.87)","0.0048 (0.056)","2.7e-07 (0.84)","-0.0064 (0.98)","-0.1 (0.018)","0.0035 (0.28)","PF3D7_0804000","PBANKA_1226400"
"PKNH_0116000","-0.0025 (0.12)","0.086 (0.19)","0.31 (1e-07)","0.0089 (0.79)","-0.17 (6.6e-10)","-0.028 (1.5e-16)","0.006 (0.016)","0.36 (1.6e-92)","-0.12 (0.00062)","0.12 (8.7e-05)","-0.012 (1)","0.43 (0.68)","-0.14 (0.0069)","PF3D7_0802900","PBANKA_1227300"
"PKNH_1135500","0.018 (5.4e-09)","0.43 (0.00033)","-0.59 (6.7e-15)","-0.12 (4.8e-09)","-1.6e-06 (1)","-2.2e-05 (0.14)","0 (1)","-1.6e-05 (0.89)","9.9e-05 (0.79)","0.00051 (0.062)","-0.0027 (0.98)","0.00077 (0.98)","0.001 (0.55)","PF3D7_0614500","PBANKA_1229200"
"PKNH_1134800","0.00012 (0.96)","-0.0018 (0.98)","0.02 (0.28)","0.35 (4.2e-37)","0.32 (1.5e-08)","-0.16 (1.1e-10)","-0.28 (0.036)","-0.075 (5e-09)","-0.0073 (0.015)","0.0011 (6.7e-14)","-0.0019 (0.98)","-0.099 (0.018)","0.00032 (0.16)","PF3D7_0615200","PBANKA_1229900"
"PKNH_1134400","-0.00082 (0.94)","-0.0062 (0.13)","0.14 (7.7e-06)","0.091 (0.034)","-0.16 (1.8e-06)","-0.0061 (0.072)","0.038 (0.0055)","0.057 (0.00016)","-0.049 (1.5e-07)","0.016 (0.088)","0.16 (0.98)","0.08 (0.57)","-0.018 (0.2)","PF3D7_0615600","PBANKA_1230300"
"PKNH_1017100","0.41 (1.4e-12)","0.27 (0.11)","-0.48 (4e-13)","-0.096 (1.5e-09)","-1e-04 (1)","-0.0033 (0.14)","3e-05 (0.026)","0.0047 (0.4)","-0.0012 (0.93)","-0.0089 (0.0029)","0.00024 (0.98)","0.00019 (0.5)","0.022 (0.28)","PF3D7_0516200","PBANKA_1231000"
"PKNH_1016400","0.28 (5.7e-19)","0.27 (0.00043)","-0.53 (5.2e-15)","-0.059 (7.3e-09)","-3.1e-05 (1)","-0.00099 (0.14)","0 (1)","0.0036 (0.0025)","-0.00075 (0.9)","-0.0051 (0.007)","-0.007 (0.99)","-0.0022 (0.92)","0.014 (0.3)","PF3D7_0516900","PBANKA_1231700"
"PKNH_1016300","0.069 (1.4e-17)","0.43 (0.00055)","-0.61 (2.2e-17)","-0.051 (2.2e-06)","-4.4e-05 (1)","-0.00065 (0.14)","0 (1)","0.00037 (0.59)","-0.00026 (0.85)","-6.7e-05 (0.27)","0.00031 (0.98)","9.9e-05 (0.9)","0.00018 (2.7e-05)","PF3D7_0517000","PBANKA_1231800"
"PKNH_1015200","4.7e-06 (0.51)","9.3e-05 (0.16)","0.18 (9.5e-09)","0.017 (0.57)","-0.059 (0.019)","-0.097 (8.9e-32)","-0.032 (0.052)","0.032 (1.2e-22)","-0.063 (3.7e-21)","-3.2e-05 (0.32)","2e-04 (0.98)","-0.00034 (0.23)","-3.6e-05 (0.12)","PF3D7_0518000","PBANKA_1232800"
"PKNH_1013400","1.6 (8.1e-20)","-0.75 (0.002)","-0.43 (1.4e-22)","-0.021 (0.037)","-0.0098 (0.32)","-0.005 (0.23)","0.0021 (0.92)","0.0034 (0.59)","-0.003 (0.91)","6.3e-06 (3.9e-07)","-2e-05 (0.98)","2e-05 (0.7)","0.09 (0.28)","PF3D7_0519700","PBANKA_1234500"
"PKNH_1013100","0.41 (1.3e-17)","0.2 (0.032)","-0.22 (0.0011)","-0.11 (2.2e-11)","-6.7e-05 (1)","-0.0014 (0.14)","0.01 (0.00027)","-0.016 (2.7e-11)","-0.0065 (0.35)","-8e-04 (0.43)","-0.0052 (0.98)","-0.028 (0.037)","0.018 (0.29)","PF3D7_0520000","PBANKA_1234800"
"PKNH_1011100","0.00015 (1.7e-05)","-3e-04 (1)","0.047 (6.3e-05)","-0.033 (0.49)","0.13 (0.012)","-0.11 (1.3e-11)","0.049 (0.32)","0.29 (1e-35)","-0.55 (1.7e-63)","0.0069 (0.019)","0.23 (0.79)","-0.16 (0.12)","-0.01 (0.21)","PF3D7_0521800","PBANKA_1236400"
"PKNH_1010700","-1.6e-05 (0.51)","0.042 (0.26)","0.18 (6.4e-05)","0.0011 (0.94)","0.089 (1.2e-09)","-0.023 (7.8e-06)","-0.099 (7.3e-05)","-0.048 (9.3e-47)","0.01 (3.2e-05)","-0.028 (0.0048)","0.054 (0.99)","0.088 (0.65)","-0.00092 (0.62)","PF3D7_0522200","PBANKA_1236900"
"PKNH_1010600","6.9e-06 (0.095)","0.22 (0.021)","0.32 (9.1e-06)","-0.35 (1e-28)","-6.2e-05 (0.83)","0.00023 (1.7e-05)","0.01 (1.9e-05)","0.073 (1.6e-35)","-0.086 (1.3e-19)","1.5e-05 (0.00013)","3.9e-05 (0.98)","1.7e-05 (0.98)","3.3e-05 (0.06)","PF3D7_0522300","PBANKA_1237000"
"PKNH_1010500","-0.00019 (2.8e-07)","-0.00042 (1)","0.0011 (0.0062)","0.074 (3.8e-31)","0.45 (9.4e-32)","0.093 (9.3e-11)","0.15 (0.15)","-1.3 (1.6e-114)","-0.0026 (0.76)","-0.00077 (0.14)","0.00061 (0.92)","-0.04 (0.018)","0.00026 (0.0044)","PF3D7_0522400","PBANKA_1237100"
"PKNH_1009300","-1.2e-06 (0.6)","-0.00028 (0.98)","0.026 (0.036)","0.52 (4.1e-33)","0.028 (0.59)","0.049 (0.019)","-0.57 (5.6e-07)","-0.025 (4.9e-05)","0.36 (2.3e-27)","-0.23 (2.4e-12)","0.013 (0.98)","-0.2 (0.12)","-0.0014 (0.25)","PF3D7_0523600","PBANKA_1238400"
"PKNH_1005800","-1.7e-06 (0.33)","-3.5e-05 (0.98)","0.0024 (0.9)","0.27 (4.6e-23)","0.044 (0.42)","0.091 (0.00076)","-0.33 (0.0022)","-0.17 (2.6e-12)","0.0017 (1e-34)","7.6e-05 (0.5)","0.0037 (0.98)","-0.14 (0.018)","-3.7e-05 (0.01)","PF3D7_0526900","PBANKA_1241700"
"PKNH_1005600","-0.0028 (0.11)","0.0058 (0.47)","0.057 (0.00093)","-0.056 (1.6e-05)","0.015 (0.22)","-0.0038 (0.2)","0.045 (0.0023)","0.23 (3e-10)","-0.093 (0.041)","0.00015 (1.3e-07)","7.5e-05 (1)","0.00021 (0.91)","-0.00017 (0.015)","PF3D7_0527100","PBANKA_1241900"
"PKNH_1005500","-0.0013 (2.4e-11)","0.0012 (1e-04)","0.14 (5.9e-08)","-0.23 (6.6e-10)","0.038 (0.0048)","0.19 (1.7e-29)","-0.062 (0.59)","-0.33 (2.5e-55)","0.0015 (8.3e-16)","1.2e-06 (1)","1.6e-05 (0.88)","0.0041 (0.018)","0.00019 (0.38)","PF3D7_0527200","PBANKA_1242000"
"PKNH_1005200","0.003 (0.014)","0.27 (0.0021)","0.32 (1.7e-07)","-0.56 (9.7e-48)","0.0019 (0.096)","-0.00088 (0.43)","0.0016 (0.64)","0.0023 (1.2e-12)","-0.0026 (2.7e-07)","8.8e-05 (5.1e-13)","-0.00025 (0.98)","-9.4e-05 (0.86)","-5.5e-05 (0.098)","PF3D7_0527500","PBANKA_1242300"
"PKNH_1005100","-5.4e-05 (8.7e-11)","0.0057 (0.037)","0.00035 (0.76)","0.00066 (0.33)","0.0045 (0.015)","0.0015 (0.36)","0.29 (1.8e-07)","-0.61 (3e-32)","-0.12 (9.1e-08)","-7e-05 (0.02)","0.00054 (0.98)","0.00058 (0.41)","7.9e-05 (0.74)","PF3D7_0527600","PBANKA_1242400"
"PKNH_1004300","-3.4e-06 (0.6)","-0.0015 (0.98)","-0.00042 (0.17)","0.005 (4.8e-10)","0.056 (5.9e-17)","0.21 (2e-55)","0.54 (9.5e-07)","-1.1 (5.3e-117)","-0.05 (0.09)","-0.035 (0.00023)","0.0026 (0.98)","0.00011 (0.69)","2e-05 (0.22)","PF3D7_0528400","PBANKA_1243000"
"PKNH_1245100","-0.0018 (4.3e-19)","0.0011 (0.00085)","0.079 (5.2e-06)","0.075 (0.052)","-0.12 (0.0022)","-0.031 (0.063)","-0.069 (0.18)","0.12 (2.6e-09)","-0.17 (6.7e-33)","-9.7e-05 (0.98)","8.8e-06 (1)","0.00046 (0.18)","3e-05 (0.91)","PF3D7_1474800","PBANKA_1301400"
"PKNH_1244900","0.031 (2.1e-08)","0.0085 (0.98)","0.19 (1.3e-08)","-0.17 (4.6e-12)","0.073 (5.3e-06)","-0.011 (0.28)","0.049 (0.3)","-0.034 (0.17)","-0.1 (7.9e-07)","0.0023 (0.26)","-0.0062 (1)","-0.00023 (1)","-0.0076 (0.28)","PF3D7_1474600","PBANKA_1301600"
"PKNH_1244700","-6.1e-05 (0.97)","-0.001 (0.98)","0.012 (0.045)","0.077 (6.9e-17)","0.016 (0.38)","0.16 (6.7e-44)","0.32 (6e-04)","-0.87 (3.1e-108)","0.23 (1e-08)","-0.16 (0.00013)","0.22 (0.98)","0.21 (0.26)","-0.021 (0.15)","PF3D7_1474400","PBANKA_1301800"
"PKNH_1244600","0.00015 (1.4e-11)","-0.00013 (0.16)","0.076 (0.0019)","-0.23 (6.9e-09)","-0.031 (0.08)","0.011 (0.018)","-0.018 (0.15)","-0.0023 (0.0011)","1.8e-05 (9e-11)","-4.8e-05 (0.017)","0.00025 (0.98)","0.00083 (0.018)","1e-06 (0.88)","PF3D7_1474300","PBANKA_1301900"
"PKNH_1244300","-1.7e-07 (0.99)","0.0097 (0.47)","0.26 (2.2e-13)","-0.23 (5.8e-16)","0.046 (2e-04)","-0.062 (7.3e-38)","-0.033 (0.0064)","0.005 (0.38)","-0.011 (3.5e-05)","-0.00087 (0.61)","0.016 (0.98)","0.00069 (0.76)","7.6e-05 (0.32)","PF3D7_1438100","PBANKA_1302200"
"PKNH_1244000","0.00072 (2.1e-14)","-0.00011 (0.58)","0.0032 (0.032)","0.25 (6.1e-52)","-0.025 (0.46)","0.2 (8.8e-36)","0.27 (0.0092)","-1.1 (4.2e-92)","-0.24 (9.3e-06)","0.0012 (0.4)","0.008 (0.98)","0 (1)","-7e-04 (0.28)","PF3D7_1438400","PBANKA_1302300"
